股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300001,特锐德,12/14/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,17.92,18.15,17.78,17.95,123.455172,17.95,0.002233,3672750,65926033.43,0.004331,15220848577,17906382846,0,0,123.464433,5.44315,31.114632,6.922751,18.592,19.413,19.815,19.945333,20.069167,,-0.468749,-0.193995,-0.549509,,9.201464,14.951129,-2.297866,,19.927,21.323005,18.530995,41.666667,38.888889,10.62515,18.580175,28.031878,0.020659,0.627707
sz300001,特锐德,12/13/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,17.99,18.18,17.78,17.91,123.180063,17.91,0.000559,5509004,99327341.9,0.006497,15186930252,17866480043,0,0,123.189303,5.43102,31.045296,6.907324,19.014,19.652,19.927,20.023333,20.109,,-0.37878,-0.125306,-0.506948,,10.156363,17.825961,-5.182834,,20.0465,21.116155,18.976845,33.333333,40.277778,8.602288,17.434032,27.417158,0.022346,0.917492
sz300001,特锐德,12/12/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.57,19.66,17.74,17.9,123.111285,17.9,-0.08158,8676316,161596933.5,0.010232,15178450670,17856504343,0,0,123.120521,5.427988,31.027962,6.903467,19.436,19.882,20.0465,20.104667,20.1585,,-0.254364,-0.061937,-0.384854,,12.419975,21.660761,-6.061597,,20.169,20.655751,19.682249,33.333333,43.055556,8.169278,17.166814,27.268319,0.098512,1.478408
sz300001,特锐德,12/9/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.77,19.85,19.35,19.49,134.046869,19.49,-0.011162,5701890,111573289,0.006724,16526704110,19442640762,0,0,134.056924,5.910139,33.784077,7.51668,19.898,20.116,20.169,20.181667,20.207833,10日、30日均线死叉；20日、30日均线死叉；,-0.090847,-0.013831,-0.154032,,15.980956,26.281154,-4.61944,,20.2115,20.611719,19.811281,33.333333,45.833333,21.944961,32.49487,39.660819,0.025368,1.169336
sz300001,特锐德,12/8/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.06,20.1,19.7,19.71,135.559968,19.71,-0.017448,5695347,112855580.6,0.006717,16713254900,19662106178,0,0,135.570137,5.976851,34.165426,7.601527,20.044,20.204,20.2115,20.193,20.230167,5日、30日均线死叉；10日、20日均线死叉；,-0.042708,0.005423,-0.096262,,19.006894,31.431253,-5.841822,,20.2415,20.592555,19.890445,41.666667,48.611111,27.241692,36.644864,42.204118,0.01994,1.108007
sz300001,特锐德,12/7/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.02,20.12,19.81,20.06,137.967172,20.06,0.001998,4439513,88555695.69,0.005236,17010040248,20011255705,0,0,137.977522,6.082985,34.772118,7.736511,20.234,20.244,20.2415,20.194,20.247333,5日、10日均线死叉；5日、20日均线死叉；5日、60日均线死叉；10日、60日均线死叉；,-0.003044,0.017456,-0.041001,,28.038644,37.643432,8.829068,,20.237,20.579974,19.894026,50,48.611111,40.060754,45.031929,46.777469,0.015485,0.641124
sz300001,特锐德,12/6/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.25,20.39,20.02,20.02,137.692063,20.02,-0.009401,4830380,97535484.09,0.005696,16976121923,19971352902,0,0,137.702392,6.070856,34.702782,7.721084,20.29,20.27,20.237,20.183333,20.255,1日、30日均线死叉；,0.011989,0.022581,-0.021185,死叉,28.900071,42.445826,1.808561,,20.243,20.574576,19.911424,50,47.222222,37.248484,43.681565,46.138222,0.018308,0.630785
sz300001,特锐德,12/5/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.05,20.48,20.01,20.21,138.998831,20.21,-0.000495,3713753,75173363.5,0.00438,17137233969,20160891216,0,0,139.009258,6.128471,35.032129,7.794362,20.328,20.294,20.243,20.180333,20.260833,,0.035075,0.025229,0.019691,,42.683439,49.218703,29.612912,,20.2405,20.574904,19.906096,50,47.222222,45.744062,48.913659,48.806696,0.023244,0.475937
sz300001,特锐德,12/2/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.55,20.62,20.21,20.22,139.067608,20.22,-0.021297,7021879,143201234.6,0.008281,17145713550,20170866917,0,0,139.078041,6.131503,35.049463,7.798218,20.334,20.283,20.2405,20.172333,20.262333,1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、60日均线死叉；,0.044685,0.022768,0.043835,,50.691826,52.486335,47.102807,死叉,20.2365,20.571945,19.901055,50,48.611111,46.206284,49.197963,48.949491,0.019845,0.86369
sz300001,特锐德,12/1/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.38,20.76,20.31,20.66,142.093808,20.66,0.015733,14617342,300758203.8,0.017238,17518815131,20609797750,0,0,142.104467,6.264929,35.812161,7.967912,20.364,20.27,20.2365,20.159667,20.267833,5日、60日均线金叉；10日、60日均线金叉；,0.055284,0.017289,0.07599,,62.524225,53.38359,80.805496,,20.2115,20.490414,19.932586,50,48.611111,73.401467,64.263322,55.838142,0.022124,1.843038
sz300001,特锐德,11/30/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.16,20.47,20.11,20.34,139.892935,20.34,0.006432,8105263,164937295,0.009559,17247468527,20290575326,0,0,139.903429,6.167892,35.257471,7.844498,20.254,20.217,20.2115,20.137333,20.264833,1日、5日均线金叉；1日、60日均线金叉；10日、20日均线金叉；,0.023207,0.00779,0.030834,,50.453004,48.813272,53.732469,金叉,20.209,20.496004,19.921996,41.666667,48.611111,58.652783,55.096433,51.035488,0.017813,1.369346
sz300001,特锐德,11/29/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.24,20.45,20.15,20.21,138.998831,20.21,-0.001482,5556932,112733138.1,0.006553,17137233969,20160891216,0,0,139.009258,6.128471,35.032129,7.794362,20.25,20.202,20.209,20.126,20.268667,,0.014509,0.003935,0.021148,,44.547431,47.993406,37.655481,,20.216,20.525161,19.906839,41.666667,50,49.09741,50.354053,48.870708,0.014822,0.880987
sz300001,特锐德,11/28/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.45,20.5,20.21,20.24,139.205163,20.24,-0.006382,5349023,108896702.3,0.006308,17162672713,20190818318,0,0,139.215605,6.137568,35.084131,7.805932,20.26,20.211,20.216,20.125667,20.269833,1日、5日均线死叉；1日、60日均线死叉；10日、20日均线死叉；,0.016434,0.001292,0.030284,,47.953222,49.716393,44.426879,,20.2145,20.529106,19.899894,50,50,51.380903,51.504726,49.353259,0.014237,0.883366
sz300001,特锐德,11/25/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.08,20.39,20.02,20.37,140.099267,20.37,0.012929,6026993,121907317.7,0.007108,17272907271,20320502428,0,0,140.109777,6.176989,35.309474,7.856068,20.232,20.222,20.2145,20.115333,20.270167,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、60日均线金叉；5日、10日均线金叉；5日、20日均线金叉；,0.015596,-0.002493,0.03618,,50.23172,50.597979,49.499201,,20.1875,20.512926,19.862074,58.333333,47.222222,61.752239,56.646645,51.463499,0.018399,1.039885
sz300001,特锐德,11/24/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.31,20.31,20.07,20.11,138.311059,20.11,-0.010335,4557174,91966814.22,0.005374,17052438155,20061134208,0,0,138.321434,6.098147,34.858788,7.755795,20.176,20.219,20.1875,20.107333,20.274,1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、60日均线死叉；5日、20日均线死叉；,0.001064,-0.007016,0.01616,,41.385315,50.781109,22.593728,,20.169,20.529228,19.808772,50,43.055556,42.361498,46.934043,47.130725,0.011811,0.866218
sz300001,特锐德,11/23/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.28,20.54,20.28,20.32,139.755381,20.32,0.002962,10047969,205102829.2,0.01185,17230509364,20270623924,0,0,139.765865,6.161827,35.222803,7.836785,20.18,20.239,20.169,20.106333,20.280333,1日、60日均线金叉；,0.008973,-0.009036,0.036018,,52.818714,55.479006,47.49813,,20.14,20.534789,19.745211,50,41.666667,64.304379,56.267123,50.629048,0.012833,1.93165
sz300001,特锐德,11/22/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.11,20.27,20.03,20.26,139.342717,20.26,0.00796,4295217,86476122.18,0.005065,17179631876,20210769720,0,0,139.35317,6.143633,35.118799,7.813645,20.154,20.204,20.14,20.099333,20.283667,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；,-0.002444,-0.013538,0.022187,,50.524367,56.809152,37.954797,,20.1235,20.528789,19.718211,50,41.666667,59.28266,53.864325,49.604828,0.01194,0.936251
sz300001,特锐德,11/21/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.1,20.18,20.01,20.1,138.242281,20.1,0.000498,4051788,81383379.17,0.004778,17043958574,20051158508,0,0,138.252652,6.095115,34.841454,7.751938,20.162,20.192,20.1235,20.102333,20.294833,20日、30日均线金叉；5日、10日均线死叉；,-0.010873,-0.016312,0.010878,,52.638402,59.951544,38.012118,,20.117,20.534354,19.699646,41.666667,43.055556,40.763928,46.706832,46.783501,0.008462,0.82412
sz300001,特锐德,11/18/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.3,20.3,20.07,20.09,138.173504,20.09,-0.001987,3352850,67563267.64,0.003954,17035478992,20041182807,0,0,138.183869,6.092082,34.82412,7.748081,20.212,20.198,20.117,20.117667,20.3115,1日、20日均线死叉；1日、30日均线死叉；,-0.005181,-0.017671,0.02498,,56.066037,63.608115,40.98188,,20.1045,20.556241,19.652759,33.333333,44.444444,39.326692,46.228902,46.604454,0.011426,0.630816
sz300001,特锐德,11/17/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.09,20.36,20.05,20.13,138.448613,20.13,-0.002972,4260942,86019597.81,0.005025,17069397318,20081085610,0,0,138.458999,6.104212,34.893456,7.763508,20.262,20.203,20.1045,20.124,20.323,,0.003176,-0.020794,0.04794,,61.809898,67.379154,50.671387,,20.0975,20.566196,19.628804,33.333333,45.833333,42.787154,47.800707,47.213376,0.015354,0.755337
sz300001,特锐德,11/16/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.4,20.54,20.19,20.19,138.861277,20.19,-0.005419,6977599,142124885.1,0.008229,17120274806,20140939814,0,0,138.871693,6.122406,34.997461,7.786648,20.298,20.206,20.0975,20.129667,20.334667,1日、5日均线死叉；1日、10日均线死叉；,0.009725,-0.026786,0.073023,,68.016052,70.163782,63.720593,死叉,20.088,20.573149,19.602851,41.666667,45.833333,48.074963,50.145019,48.117112,0.017241,1.104737
sz300001,特锐德,11/15/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.27,20.34,20.04,20.3,139.617826,20.3,-0.002457,5939319,119835419.3,0.007004,17213550201,20250672523,0,0,139.6283,6.155763,35.188135,7.829072,20.254,20.216,20.088,20.134,20.345667,1日、60日均线死叉；,0.011833,-0.035914,0.095494,,73.710825,71.237647,78.657183,,20.083,20.561424,19.604576,50,45.833333,59.26466,54.649224,49.791634,0.014742,1.000717
sz300001,特锐德,11/14/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.34,20.55,20.26,20.35,139.961713,20.35,0.000492,6044792,123357617.9,0.007129,17255948108,20300551026,0,0,139.972212,6.170925,35.274805,7.848355,20.222,20.221,20.083,20.125333,20.348,1日、60日均线金叉；5日、10日均线金叉；,0.003151,-0.047851,0.102005,,75.626479,70.001057,86.877323,,20.062,20.561242,19.562758,58.333333,44.444444,64.994927,56.774079,50.558069,0.014258,1.087717
sz300001,特锐德,11/11/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.31,20.35,20.13,20.34,139.892935,20.34,0.001477,4982925,100923565.8,0.005892,17200340116,20290575326,0,0,139.903429,6.167892,35.257471,7.844498,20.184,20.207,20.062,20.117333,20.348,,-0.013066,-0.060602,0.095071,,75.487911,67.188346,92.087041,,20.0515,20.549061,19.553939,50,40.277778,64.421584,56.463739,50.411769,0.010832,0.964882
sz300001,特锐德,11/10/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.09,20.35,20.08,20.31,139.686604,20.31,0.017026,7635732,154603063.4,0.00903,17174970883,20260648223,0,0,139.697082,6.158795,35.205469,7.832928,20.144,20.156,20.0515,20.114667,20.353333,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；5日、30日均线金叉；10日、30日均线金叉；5日、10日均线死叉；,-0.032558,-0.072485,0.079856,,66.96321,63.038564,74.812503,金叉,20.04,20.548285,19.531715,41.666667,37.5,62.90255,55.586864,49.986292,0.01352,1.455083
sz300001,特锐德,11/9/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.07,20.19,19.72,19.97,137.348177,19.97,-0.008441,5072563,101266136.1,0.005998,16887452907,19921474398,0,0,137.35848,6.055694,34.616111,7.701801,20.114,20.099,20.04,20.120667,20.3615,1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；5日、30日均线死叉；,-0.053907,-0.082467,0.05712,,56.414965,61.076241,47.092413,死叉,20.047,20.577984,19.516016,33.333333,37.5,37.835833,43.8345,44.846511,0.023337,1.010423
sz300001,特锐德,11/8/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.16,20.24,20.01,20.14,138.51739,20.14,-0.000992,4050600,81539547.3,0.00479,17031211895,20091061311,0,0,138.527781,6.107244,34.91079,7.767365,20.178,20.076,20.047,20.137,20.371,10日、20日均线金叉；,-0.045755,-0.089607,0.087704,,65.965731,63.406879,71.083435,,20.0575,20.590085,19.524915,41.666667,38.888889,52.662505,49.884587,47.169254,0.011409,0.723014
sz300001,特锐德,11/7/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.11,20.24,19.96,20.16,138.654945,20.16,0.000993,4079601,81839169.65,0.004949,16619518500,20111012712,0,0,138.665346,6.113309,34.945458,7.775078,20.22,20.055,20.0575,20.147667,20.375667,1日、30日均线金叉；,-0.051994,-0.10057,0.097152,,67.064538,62.127453,76.938709,,20.0775,20.609254,19.545746,41.666667,38.888889,54.766553,50.63832,47.446314,0.013903,0.597168
sz300001,特锐德,11/4/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.13,20.3,19.94,20.14,138.51739,20.14,-0.000992,5399628,108415769.1,0.00655,16603030883,20091061311,0,0,138.527781,6.107244,34.91079,7.767365,20.23,20.036,20.0775,20.163667,20.383,5日、30日均线金叉；,-0.061237,-0.112714,0.102955,,67.263474,59.65891,82.472602,,20.0845,20.622203,19.546797,33.333333,37.5,53.208657,49.945038,47.148815,0.017857,0.667229
sz300001,特锐德,11/3/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.21,20.39,20.09,20.16,138.654945,20.16,-0.006407,6498788,131516982.5,0.007883,16619518500,20111012712,0,0,138.665346,6.113309,34.945458,7.775078,20.168,20.006,20.0845,20.182333,20.388333,5日、20日均线金叉；1日、5日均线死叉；1日、30日均线死叉；,-0.070107,-0.125584,0.110953,,69.011153,55.856628,95.320204,,20.0915,20.634313,19.548687,33.333333,36.111111,54.780926,50.596443,47.405992,0.014786,0.799701
sz300001,特锐德,11/2/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.36,20.38,20.17,20.29,139.549049,20.29,-0.002948,7983298,161754682.3,0.009684,16726688015,20240696822,0,0,139.559517,6.15273,35.170801,7.825215,20.084,19.989,20.0915,20.193,20.395,,-0.082445,-0.139453,0.114016,,70.183396,49.279365,111.991459,,20.093,20.63397,19.55203,41.666667,34.722222,65.219869,54.859651,49.07338,0.010319,1.058031
sz300001,特锐德,11/1/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.25,20.35,20.04,20.35,139.961713,20.35,0.006927,10196579,206503950.4,0.012369,16776150867,20300551026,0,0,139.972212,6.170925,35.274805,7.848355,19.974,19.96,20.093,20.194667,20.3975,1日、30日均线金叉；5日、10日均线金叉；,-0.11023,-0.153705,0.086949,,61.892742,38.82735,108.023526,,20.0775,20.645389,19.509611,41.666667,33.333333,70.377979,56.887583,49.848883,0.015339,1.462484
sz300001,特锐德,10/31/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.84,20.23,19.75,20.21,138.998831,20.21,0.019163,10384768,208418370.5,0.012597,16660737544,20160891216,0,0,139.009258,6.128471,35.032129,7.794362,19.89,19.945,20.0775,20.212333,20.404667,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；,-0.1502,-0.164573,0.028747,金叉,42.839113,27.294654,73.928031,金叉,20.0725,20.665757,19.479243,41.666667,31.944444,64.994801,53.186215,48.01177,0.024206,1.742524
sz300001,特锐德,10/28/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.73,19.95,19.73,19.83,136.385295,19.83,0.004559,5569194,110424570.4,0.006756,16347472811,19781814587,0,0,138.044818,6.01324,2437.016099,7.772508,19.842,19.917,20.0725,20.234,20.419167,,-0.184776,-0.168167,-0.033219,,16.145461,19.522424,9.391536,,20.094,20.689045,19.498955,33.333333,29.166667,40.563019,40.469815,42.536305,0.011145,1.125776
sz300001,特锐德,10/27/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.74,19.79,19.7,19.74,135.7663,19.74,0,3593304,70904252.72,0.004359,16273278532,19692033281,0,0,137.41829,5.985948,2425.955512,7.737232,19.844,19.947,20.094,20.267333,20.447,,-0.18753,-0.164014,-0.047031,,15.314082,21.210905,3.520436,,20.1315,20.705543,19.557457,25,29.166667,31.067358,36.739064,41.128985,0.004559,0.709646
sz300001,特锐德,10/26/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.93,19.99,19.71,19.74,135.7663,19.74,-0.009533,5116645,101288387.8,0.006207,16273278532,19692033281,0,0,137.41829,5.985948,2425.955512,7.737232,19.894,19.981,20.1315,20.300667,20.500667,,-0.179153,-0.158136,-0.042035,,20.231398,24.159317,12.375559,死叉,20.1675,20.715375,19.619625,25,30.555556,31.067358,36.739064,41.128985,0.014049,0.953107
sz300001,特锐德,10/25/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.98,20.04,19.88,19.93,137.073068,19.93,-0.002003,5134151,102439169.1,0.006228,16429910899,19881571595,0,0,138.740959,6.043564,2449.305641,7.811704,19.946,20.018,20.1675,20.326667,20.551167,,-0.165856,-0.152881,-0.025948,,27.60737,26.123276,30.575558,,20.194,20.732777,19.655223,33.333333,31.944444,40.569362,41.33425,43.179294,0.008012,0.889861
sz300001,特锐德,10/24/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.85,20.1,19.75,19.97,137.348177,19.97,0.006552,5321617,106104737.4,0.006455,16462886134,19921474398,0,0,139.019415,6.055694,2454.221458,7.827382,20,20.06,20.194,20.341333,20.5935,,-0.165816,-0.149638,-0.032356,,25.657631,25.38123,26.210433,金叉,20.2275,20.757888,19.697112,33.333333,30.555556,42.869671,42.356635,43.617986,0.017641,0.775341
sz300001,特锐德,10/21/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.01,20.08,19.7,19.84,136.454073,19.84,-0.007504,6151856,122308535.8,0.007462,16355716620,19791790288,0,0,138.114432,6.016272,2438.245053,7.776428,19.992,20.119,20.2275,20.352333,20.636667,,-0.167426,-0.145593,-0.043666,,19.993295,25.243029,9.493829,,20.2705,20.774186,19.766814,25,30.555556,32.504825,37.771086,41.775562,0.01901,0.881616
sz300001,特锐德,10/20/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.01,20.1,19.98,19.99,137.485732,19.99,-0.0005,5117641,102477608.3,0.006208,16479373751,19941425799,0,0,139.158644,6.061758,2456.679366,7.835221,20.05,20.163,20.2705,20.376,20.682833,,-0.15381,-0.140135,-0.02735,,21.754649,27.867896,9.528156,,20.295,20.785472,19.804528,33.333333,30.555556,39.373382,41.241104,43.34166,0.006,0.783083
sz300001,特锐德,10/19/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.1,20.2,19.97,20,137.554509,20,-0.009901,7122775,142764278.1,0.00864,16487617560,19951401500,0,0,139.228258,6.064791,2457.90832,7.839141,20.068,20.194,20.295,20.392333,20.715,1日、5日均线死叉；,-0.149466,-0.136716,-0.0255,,25.915556,30.924519,15.897629,,20.312,20.79975,19.82425,33.333333,29.166667,39.841092,41.473949,43.445717,0.011386,1.107127
sz300001,特锐德,10/18/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.92,20.43,19.9,20.2,138.930054,20.2,0.013547,10604043,214583079.8,0.012863,16652493736,20150915515,0,0,140.62054,6.125439,2482.487403,7.917532,20.09,20.226,20.312,20.411333,20.745833,1日、5日均线金叉；,-0.142766,-0.133529,-0.018475,,31.410647,33.429,27.37394,,20.346,20.843193,19.848807,33.333333,27.777778,49.675965,46.262547,45.541353,0.026593,1.751734
sz300001,特锐德,10/17/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.19,20.2,19.93,19.93,137.073068,19.93,-0.009935,5893360,118104493.6,0.007149,16429910899,19881571595,0,0,138.740959,6.043564,2449.305641,7.811704,20.12,20.21,20.346,20.414,20.774333,5日、10日均线死叉；,-0.152501,-0.131219,-0.042564,,24.727911,34.438177,5.307378,,20.3925,20.866415,19.918585,25,27.777778,30.327197,37.30447,41.916663,0.013413,1.159854
sz300001,特锐德,10/14/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.09,20.16,20.02,20.13,138.448613,20.13,0.00249,3938428,79087491.93,0.004777,16594787074,20081085610,0,0,140.133241,6.104212,2473.884724,7.890095,20.246,20.228,20.3925,20.425,20.813667,,-0.135218,-0.125899,-0.018638,,37.091866,39.29331,32.688978,,20.4275,20.899074,19.955926,33.333333,29.166667,39.764798,42.066001,43.995373,0.006972,0.749811
sz300001,特锐德,10/13/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.11,20.21,20.03,20.08,138.104727,20.08,-0.001492,4609238,92612837.34,0.005591,16553568030,20031207106,0,0,139.785171,6.08905,2467.739953,7.870497,20.276,20.241,20.4275,20.440667,20.844167,20日、30日均线死叉；,-0.131554,-0.123569,-0.015971,死叉,38.47362,40.394032,34.632796,死叉,20.4605,20.911373,20.009627,25,29.166667,35.588911,40.320325,43.321964,0.008951,0.917483
sz300001,特锐德,10/12/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.33,20.34,20.08,20.11,138.311059,20.11,-0.011794,5222199,105360192.8,0.006335,16578299457,20061134208,0,0,139.994013,6.098147,2471.426816,7.882256,20.32,20.282,20.4605,20.454333,20.873,1日、10日均线死叉；,-0.119874,-0.121573,0.003397,,44.277595,41.354238,50.124308,,20.481,20.904717,20.057283,25,31.944444,36.866833,40.999802,43.623573,0.012776,1.025191
sz300001,特锐德,10/11/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.55,20.55,20.23,20.35,139.961713,20.35,-0.010214,5742388,116956980.4,0.006966,16776150867,20300551026,0,0,141.664752,6.170925,2500.921716,7.976326,20.362,20.317,20.481,20.468,20.9,5日、10日均线金叉；20日、30日均线金叉；1日、5日均线死叉；1日、20日均线死叉；1日、30日均线死叉；,-0.106277,-0.121997,0.03144,,50.74475,39.89256,72.449131,,20.482,20.912522,20.051478,25,34.722222,48.469815,46.781055,46.083293,0.015564,1.043341
sz300001,特锐德,10/10/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.5,20.57,20.25,20.56,141.406035,20.56,0.013807,6750555,137848747.3,0.008189,16949270852,20510040742,0,0,143.126649,6.234605,2526.729753,8.058637,20.3,20.328,20.482,20.487333,20.929167,1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；,-0.111813,-0.125927,0.028228,金叉,48.678101,34.466465,77.101373,,20.469,20.916955,20.021045,33.333333,38.888889,62.906009,52.746664,48.370303,0.015779,1.29546
sz300001,特锐德,9/30/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.3,20.43,20.2,20.28,139.480272,20.28,-0.000985,2794538,56745004.19,0.00339,16718444206,20230721121,0,0,141.177453,6.149698,2492.319036,7.948889,20.21,20.336,20.469,20.505333,20.956833,,-0.138634,-0.129456,-0.018357,,32.773249,27.360647,43.598453,,20.4825,20.923034,20.041966,33.333333,43.055556,44.558707,44.021915,44.874625,0.01133,0.573024
sz300001,特锐德,9/29/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.4,20.49,20.29,20.3,139.617826,20.3,-0.000984,4959708,101160723.1,0.006016,16734931823,20250672523,0,0,141.316682,6.155763,2494.776945,7.956728,20.206,20.378,20.4825,20.522,20.982167,,-0.142342,-0.127161,-0.030363,,27.568965,24.654346,33.398202,金叉,20.4915,20.927612,20.055388,33.333333,48.611111,45.910376,44.560625,45.083573,0.009843,0.979418
sz300001,特锐德,9/28/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.2,20.42,20.02,20.32,139.755381,20.32,0.013972,7272036,147697700.8,0.008821,16751419441,20270623924,0,0,141.45591,6.161827,2497.234853,7.964567,20.244,20.396,20.4915,20.539667,21.011667,1日、5日均线金叉；,-0.147041,-0.123366,-0.04735,,22.305828,23.197037,20.523411,,20.504,20.933553,20.074447,41.666667,54.166667,47.101033,45.066156,45.28565,0.01996,1.534097
sz300001,特锐德,9/27/2016,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20,20.25,19.9,20.04,137.829618,20.04,-0.003481,4277831,85691354.34,0.005189,16520592795,19991304303,0,0,139.506714,6.07692,2462.824137,7.854819,20.272,20.398,20.504,20.557333,21.039333,,-0.152936,-0.117447,-0.070978,,15.958742,23.642641,0.590944,,20.516,20.917703,20.114297,41.666667,58.333333,24.151812,35.705401,41.784763,0.017404,1.108991
